ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,TotalSpend,LogTotalSpend,SqrtTotalSpend,training,FamilySize,TotalAcceptedCmp,CustomerAge,Relationship_Status,TotalNumPurchases,RL_Status_1_5,RL_Status_0_1,Edu
1371,1976,Graduation,Single,79941,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,984,6.891625897052253,31.368774282716245,1,0,0,48,Single_Other,15,1,0,3
9909,1996,2n Cycle,Married,7500,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,122,4.804021044733257,11.04536101718726,0,0,1,28,In_Relationship,7,5,1,1
7286,1968,Graduation,Together,41728,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,55,4.007333185232471,7.416198487095663,0,1,0,56,In_Relationship,4,4,1,3
6566,1954,PhD,Married,72550,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,1319,7.1846291527173145,36.31803959466976,1,2,0,70,In_Relationship,19,5,1,5
8614,1957,Graduation,Widow,65486,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,507,6.2285110035911835,22.516660498395403,1,1,0,67,Single_Other,16,3,0,3
4114,1964,Master,Married,79143,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,1693,7.434257382133136,41.14608122288197,0,0,0,60,In_Relationship,28,5,1,4
1331,1977,Graduation,Single,35790,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,72,4.276666119016055,8.48528137423857,1,1,0,47,Single_Other,5,1,0,3
2225,1977,Graduation,Divorced,82582,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,1617,7.388327859577107,40.2119385257662,0,0,3,47,Single_Other,20,2,0,3
9381,1978,Graduation,Married,66373,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,6.406879986069314,24.61706725018234,0,2,0,46,In_Relationship,16,5,1,3
6260,1955,Master,Together,82384,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,1957,7.579167967396076,44.23799272118933,1,0,2,69,In_Relationship,26,4,1,4
10383,1966,Graduation,Divorced,70287,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,1093,6.996681488176539,33.06055050963308,0,0,1,58,Single_Other,20,2,0,3
7437,1988,Graduation,Single,27938,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,29,3.367295829986474,5.385164807134504,1,1,0,36,Single_Other,5,1,0,3
8375,1968,PhD,Married,55954,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,518,6.249975242259483,22.759613353482084,0,1,0,56,In_Relationship,16,5,1,5
6853,1982,Master,Single,75777,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,1438,7.271008538280992,37.92097045171708,1,0,3,42,Single_Other,20,1,0,4
3076,1975,Graduation,Together,66653,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,612,6.416732282512326,24.73863375370596,0,2,0,49,In_Relationship,18,4,1,3
1012,1952,Graduation,Single,61823,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,884,6.784457062637643,29.732137494637012,1,1,0,72,Single_Other,20,1,0,3
6518,1951,PhD,Widow,67680,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,606,6.406879986069314,24.61706725018234,1,1,0,73,Single_Other,18,3,0,5
4137,1948,Graduation,Together,70666,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,1076,6.98100574072173,32.802438933713454,1,0,0,76,In_Relationship,15,4,1,3
8082,1971,Graduation,Married,25721,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,34,3.5263605246161616,5.830951894845301,1,1,1,53,In_Relationship,4,5,1,3
1386,1967,Graduation,Together,32474,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,11,2.3978952727983707,3.3166247903554,1,2,0,57,In_Relationship,3,4,1,3
9369,1979,2n Cycle,Single,88194,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,1274,7.149916836132109,35.6931365951495,0,1,3,45,Single_Other,31,1,0,1
4477,1958,Graduation,Together,69096,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,653,6.481577129276431,25.553864678361276,0,1,0,66,In_Relationship,17,4,1,3
1357,1970,Graduation,Together,74854,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,1562,7.353722330399632,39.52214569073901,0,3,0,54,In_Relationship,12,4,1,3
1402,1954,Master,Married,66991,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,1253,7.133295954896068,35.397740040855716,1,0,0,70,In_Relationship,18,5,1,4
6312,1959,Graduation,Married,65031,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,863,6.760414691083428,29.376861643136763,1,1,0,65,In_Relationship,26,5,1,3
8132,1975,PhD,Married,60631,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,661,6.493753839851686,25.70992026436488,0,2,1,49,In_Relationship,19,5,1,5
1050,1952,Graduation,Married,28332,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,65,4.174387269895637,8.06225774829855,1,0,0,72,In_Relationship,7,5,1,3
5846,1977,Graduation,Divorced,40246,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,13,2.5649493574615367,3.605551275463989,1,1,0,47,Single_Other,3,2,0,3
1859,1972,Master,Married,75251,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,1890,7.544332108053688,43.474130238568314,1,0,1,52,In_Relationship,18,5,1,4
7503,1976,Graduation,Single,75825,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,2209,7.700295203420117,47,1,0,2,48,Single_Other,22,1,0,3
10401,1976,2n Cycle,Together,26326,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,18,2.8903717578961645,4.242640687119285,0,0,0,48,In_Relationship,3,4,1,1
1618,1965,Graduation,Together,56046,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,692,6.539585955617669,26.30589287593181,0,0,2,59,In_Relationship,19,4,1,3
3332,1985,Graduation,Single,29760,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,5.10594547390058,12.84523257866513,1,1,0,39,Single_Other,8,1,0,3
2261,1969,Graduation,Married,26304,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,16,2.772588722239781,4,1,1,0,55,In_Relationship,3,5,1,3
5346,1973,2n Cycle,Married,23559,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,79,4.3694478524670215,8.888194417315589,1,1,0,51,In_Relationship,6,5,1,1
4119,1963,Master,Together,38620,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,318,5.762051382780177,17.832554500127006,1,0,0,61,In_Relationship,10,4,1,4
535,1987,Graduation,Divorced,81361,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,778,6.656726524178391,27.892651361962702,1,0,0,37,Single_Other,26,2,0,3
5268,1960,Graduation,Married,29440,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,56,4.02535169073515,7.483314773547883,1,2,0,64,In_Relationship,5,5,1,3
273,1970,Master,Married,36138,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,151,5.017279836814924,12.288205727444508,1,2,1,54,In_Relationship,8,5,1,4
4452,1957,Graduation,Single,50388,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,372,5.918893854273146,19.28730152198591,1,1,3,67,Single_Other,13,1,0,3
8504,1973,Graduation,Married,79593,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,1366,7.219642040130736,36.959437225152655,0,0,1,51,In_Relationship,18,5,1,3
771,1967,Graduation,Together,54178,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,194,5.267858159063328,13.92838827718412,1,1,0,57,In_Relationship,9,4,1,3
11178,1972,Master,Single,42394,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,32,3.4657359027997265,5.656854249492381,1,1,0,52,Single_Other,4,1,0,4
2230,1970,PhD,Married,23626,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,43,3.7612001156935624,6.557438524302,1,1,0,54,In_Relationship,7,5,1,5
7516,1983,Graduation,Married,30096,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,3.80666248977032,6.708203932499369,0,1,0,41,In_Relationship,5,5,1,3
7247,1960,Graduation,Widow,47916,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,606,6.406879986069314,24.61706725018234,1,1,1,64,Single_Other,17,3,0,3
11100,1972,Graduation,Divorced,51813,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,63,4.143134726391533,7.937253933193772,1,2,0,52,Single_Other,5,2,0,3
4646,1951,2n Cycle,Married,78497,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,978,6.885509670034818,31.272991542223775,1,0,1,73,In_Relationship,24,5,1,1
3037,1983,PhD,Married,50150,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,6.016157159698354,20.248456731316587,1,0,0,41,In_Relationship,14,5,1,5
1473,1960,2n Cycle,Single,47823,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,72,4.276666119016055,8.48528137423857,1,1,0,64,Single_Other,5,1,0,1
1016,1959,PhD,Single,34554,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,55,4.007333185232471,7.416198487095663,1,1,0,65,Single_Other,5,1,0,5
4518,1979,Graduation,Together,85693,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,1169,7.063903961472068,34.19064199455752,1,1,0,45,In_Relationship,25,4,1,3
9370,1945,PhD,Married,65846,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,1120,7.02108396428914,33.46640106136302,0,0,0,79,In_Relationship,15,5,1,5
8908,1959,Graduation,Married,87195,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,1097,7.00033446027523,33.12099032335839,0,0,1,65,In_Relationship,19,5,1,3
8373,1979,Basic,Together,24594,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,29,3.367295829986474,5.385164807134504,1,1,0,45,In_Relationship,4,4,1,2
7533,1964,Graduation,Married,49096,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,187,5.231108616854587,13.674794331177344,1,2,0,60,In_Relationship,9,5,1,3
2683,1969,Graduation,Married,52413,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,910,6.813444599510896,30.166206257996713,1,2,0,55,In_Relationship,22,5,1,3
3629,1978,Graduation,Single,38557,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,145,4.976733742420574,12.041594578792296,0,1,0,46,Single_Other,7,1,0,3
10991,1960,Master,Married,89058,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,850,6.745236349484363,29.154759474226505,1,0,0,64,In_Relationship,13,5,1,4
5077,1979,Graduation,Together,77298,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,6.876264611890766,31.12876483254676,1,1,0,45,In_Relationship,23,4,1,3
7431,1991,PhD,Single,68126,0,0,2012-11-10,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,1820,7.506591780070841,42.661458015403085,1,0,2,33,Single_Other,16,1,0,5
3267,1963,Master,Together,57288,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,608,6.410174881966167,24.657656011875904,1,1,1,61,In_Relationship,17,4,1,4
999,1991,Graduation,Single,86037,0,0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,730,6.593044534142437,27.018512172212592,1,0,3,33,Single_Other,24,1,0,3
9215,1980,PhD,Married,43974,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,551,6.311734809152915,23.473389188611005,1,1,0,44,In_Relationship,16,5,1,5
2286,1962,Graduation,Single,50785,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,114,4.736198448394496,10.677078252031311,1,2,0,62,Single_Other,6,1,0,3
1592,1970,Graduation,Married,90765,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,1724,7.452402451223638,41.52107898405339,1,0,2,54,In_Relationship,15,5,1,3
367,1978,2n Cycle,Married,36550,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,577,6.3578422665081,24.020824298928627,0,1,0,46,In_Relationship,15,5,1,1
5234,1967,2n Cycle,Together,30753,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,81,4.394449154672439,9,1,2,0,57,In_Relationship,5,4,1,1
9862,1969,Graduation,Together,21918,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,33,3.49650756146648,5.744562646538029,0,1,0,55,In_Relationship,5,4,1,3
9805,1953,Master,Together,56129,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,6.492239835020471,25.69046515733026,1,1,0,71,In_Relationship,18,4,1,4
6205,1967,Master,Single,32557,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,80,4.382026634673881,8.94427190999916,0,1,1,57,Single_Other,6,1,0,4
8442,1985,Master,Married,19510,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,30,3.4011973816621555,5.477225575051661,1,2,0,39,In_Relationship,4,5,1,4
7386,1976,Graduation,Divorced,30992,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,43,3.7612001156935624,6.557438524302,0,1,0,48,Single_Other,4,2,0,3
7215,1983,Graduation,Single,101970,0,0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,1135,7.034387929915503,33.689761055846034,0,0,4,41,Single_Other,27,1,0,3
1491,1965,2n Cycle,Together,71488,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,559,6.326149473155099,23.643180835073775,0,0,0,59,In_Relationship,14,4,1,1
11071,1984,Graduation,Single,79607,0,0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,1923,7.56164174558878,43.8520238985614,1,0,1,40,Single_Other,15,1,0,3
3381,1953,Master,Married,54348,1,1,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,90,4.499809670330265,9.486832980505138,1,2,0,71,In_Relationship,6,5,1,4
11051,1956,PhD,Together,77376,1,1,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,661,6.493753839851686,25.70992026436488,1,2,0,68,In_Relationship,19,4,1,5
8026,1952,Graduation,Married,62998,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,463,6.137727054086234,21.517434791350013,1,1,0,72,In_Relationship,14,5,1,3
9597,1969,Graduation,Married,73448,0,0,2014-02-10,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,725,6.586171654854675,26.92582403567252,1,0,0,55,In_Relationship,18,5,1,3
5290,1964,PhD,Married,41551,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,279,5.631211781821365,16.703293088490067,1,2,0,60,In_Relationship,11,5,1,5
1685,1967,PhD,Together,62981,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,1482,7.301147805856032,38.49675310984031,1,0,1,57,In_Relationship,22,4,1,5
5342,1976,Basic,Divorced,9548,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,29,3.367295829986474,5.385164807134504,1,1,0,48,Single_Other,4,2,0,2
